纬度,经度,地点,项目,形式
32.033,131.474,宮崎県佐土原町,する,スル
31.962,131.172,宮崎県野尻町,する,スイ
31.815,131.385,宮崎県宮崎市,する,スル
31.721,131.068,宮崎県都城市,する,スッ
31.633,131.358,宮崎県日南市,する,スル
31.395,131.306,宮崎県串間市,する,スル
32.118,130.130,鹿児島県長島町,する,シー
32.104,130.574,鹿児島県大口市,する,スッ
31.837,129.923,鹿児島県里村,する,スイ
31.816,130.440,鹿児島県入来町,する,スッ
31.679,130.815,鹿児島県福山町,する,スッ
31.679,130.815,鹿児島県福山町,する,センナイカン
31.607,130.426,鹿児島県伊集院町,する,スッ
31.607,130.426,鹿児島県伊集院町,する,スイ
31.498,130.946,鹿児島県大崎町,する,スイ
31.300,130.461,鹿児島県頴娃町,する,スイ
31.300,130.461,鹿児島県頴娃町,する,スッ
31.293,130.283,鹿児島県坊津町,する,スイ
31.219,130.765,鹿児島県根占町,する,スッ
30.411,130.901,鹿児島県南種子町,する,スイ
30.235,130.505,鹿児島県屋久町,する,スル
28.394,129.583,鹿児島県龍郷町,する,［ɕuɴ］
28.358,129.396,鹿児島県大和村,する,［ɕuɾi］
28.321,129.938,鹿児島県喜界町,する,［sun　doː］
27.828,128.886,鹿児島県天城町,する,［sï］
27.429,128.690,鹿児島県和泊町,する,［ʃuŋ］
27.370,128.532,鹿児島県知名町,する,［ʃiɴ］
27.030,128.454,鹿児島県与論町,する,［ʃuɴ］
26.745,128.315,沖縄県国頭村,する,［suɴ］
26.685,127.965,沖縄県今帰仁村,する,［suɴ］
26.538,127.950,沖縄県名護市,する,［suŋ］
26.507,127.875,沖縄県恩納村(瀬良垣),する,［ʃiŋ］
26.498,127.853,沖縄県恩納村(恩納),する,［ʃiɴ］
26.421,127.738,沖縄県読谷村,する,［suɴ］
26.369,127.146,沖縄県渡名喜村,する,［ɕuɴ］
26.351,126.810,沖縄県仲里村,する,［suɴ］
26.326,127.954,沖縄県勝連町(勝連浜),する,［ɸuɴ］
26.282,127.751,沖縄県宜野湾市,する,［suɴ］
26.248,127.939,沖縄県勝連町(津堅),する,［ɸuɴ］
26.220,127.715,沖縄県那覇市(首里),する,［suɴ］
26.215,127.671,沖縄県那覇市(西),する,［suɴ］
26.141,127.680,沖縄県糸満市,する,［suɴ］
26.132,127.773,沖縄県玉城村,する,［suɴ］
24.827,125.169,沖縄県伊良部町,する,［asɨtal］
24.794,125.293,沖縄県平良市,する,［sɨsɨ］
24.794,125.293,沖縄県平良市,する,［ssɨ］
24.751,125.327,沖縄県上野村,する,［ɕj^uː］
24.667,124.702,沖縄県多良間村,する,［sɨː］
24.471,123.003,沖縄県与那国町,する,［kiɾuŋ］
24.353,124.224,沖縄県石垣市(宮良),する,［huɴ］
24.353,124.242,沖縄県石垣市(白保),する,［suŋ］
24.345,124.159,沖縄県石垣市(石垣),する,［suɴ］
24.329,124.087,沖縄県竹富町(竹富島),する,［ʃiˑ］
24.062,123.768,沖縄県竹富町(波照間),する,［suŋ］
24.062,123.768,沖縄県竹富町(波照間),する,［sɨŋ］
25.829,131.234,沖縄県南大東村,する,スル
45.400,141.681,北海道稚内市,死ぬ,シヌ
45.305,141.023,北海道礼文町,死ぬ,シヌ
45.198,141.143,北海道利尻町,死ぬ,シヌ
44.937,142.580,北海道枝幸町,死ぬ,シヌ
44.364,142.395,北海道名寄市,死ぬ,シヌ
44.363,141.699,北海道羽幌町,死ぬ,シヌ
43.896,144.290,北海道網走市,死ぬ,シヌ
43.659,145.020,北海道標津町,死ぬ,シヌ
43.646,141.352,北海道浜益村,死ぬ,シヌ
43.457,142.480,北海道上富良野町,死ぬ,シヌ
43.329,145.572,北海道根室市,死ぬ,シヌ
43.203,140.774,北海道余市町,死ぬ,シヌ
42.991,143.220,北海道音更町,死ぬ,シヌ
42.953,144.533,北海道釧路町,死ぬ,シヌ
42.688,139.982,北海道島牧村,死ぬ,シヌ
42.442,141.158,北海道登別市,死ぬ,シヌ
42.350,142.370,北海道静内町,死ぬ,シヌ
42.253,143.309,北海道広尾町,死ぬ,シヌ
42.226,140.285,北海道八雲町,死ぬ,シヌ
42.188,139.522,北海道奥尻町,死ぬ,シヌ
41.936,143.242,北海道えりも町,死ぬ,シヌ
41.922,140.149,北海道江差町,死ぬ,シヌ
41.833,141.145,北海道椴法華村,死ぬ,シヌ
41.458,140.243,北海道福島町,死ぬ,シヌ
41.428,140.105,北海道松前町,死ぬ,シヌ
41.286,141.212,青森県むつ市,死ぬ,シヌ
41.146,140.824,青森県脇野沢村,死ぬ,シ‥ヌ‥
41.088,141.392,青森県六ヶ所村,死ぬ,シヌ
41.043,140.641,青森県蟹田町,死ぬ,ス‥ヌ‥
40.865,141.128,青森県野辺地町,死ぬ,シヌ
40.822,140.309,青森県木造町,死ぬ,シヌ
40.810,140.444,青森県五所川原市,死ぬ,スィ‥ヌ
40.810,140.731,青森県青森市,死ぬ,シ‥ヌ‥
40.748,140.093,青森県深浦町,死ぬ,シ‥ヌ‥
40.748,140.093,青森県深浦町,死ぬ,ク‥タン＾バル‥
40.663,140.428,青森県弘前市,死ぬ,シヌ
40.624,141.203,青森県十和田市,死ぬ,シ‥ヌ‥
40.584,141.468,青森県八戸市,死ぬ,スィ‥ヌ
40.519,140.576,青森県大鰐町,死ぬ,シ‥ヌ‥
40.291,141.069,青森県田子町,死ぬ,シ‥ヌ‥
40.304,141.780,岩手県種市町,死ぬ,シヌ
40.195,141.762,岩手県久慈市(栄町),死ぬ,シヌ
40.162,141.428,岩手県九戸村,死ぬ,シ‥ム
40.125,141.803,岩手県久慈市(宇部町),死ぬ,スヌ
40.050,141.002,岩手県安代町,死ぬ,スィヌ
40.014,141.473,岩手県葛巻町,死ぬ,ス‥ヌ‥
39.847,141.789,岩手県岩泉町,死ぬ,シヌ
39.737,141.967,岩手県田老町,死ぬ,スヌ
39.726,140.967,岩手県雫石町,死ぬ,シヌ
39.696,141.166,岩手県盛岡市,死ぬ,ス‥ヌ‥
39.642,141.954,岩手県宮古市,死ぬ,シヌ
39.598,141.762,岩手県新里村,死ぬ,シヌ
39.460,140.774,岩手県沢内村,死ぬ,ス‥ヌ
39.430,141.974,岩手県山田町,死ぬ,スヌ
39.363,141.586,岩手県遠野市,死ぬ,スヌ
39.291,141.130,岩手県北上市,死ぬ,シヌ
39.208,141.867,岩手県釜石市,死ぬ,シ‥ム
39.208,141.867,岩手県釜石市,死ぬ,シ‥ヌ
39.097,141.724,岩手県大船渡市,死ぬ,シヌ
39.051,141.129,岩手県前沢町,死ぬ,スヌ
38.932,141.128,岩手県一関市,死ぬ,スヌ
38.899,141.269,岩手県川崎村,死ぬ,シヌ
38.892,141.393,岩手県千厩町,死ぬ,スヌ
38.880,141.563,宮城県気仙沼市,死ぬ,シヌ
38.805,140.668,宮城県鳴子町,死ぬ,シヌ
38.769,141.328,宮城県東和町,死ぬ,シヌ
38.604,140.681,宮城県小野田町,死ぬ,シク゜
38.538,141.132,宮城県涌谷町,死ぬ,シヌ
38.441,140.885,宮城県大和町,死ぬ,シヌ
38.441,140.885,宮城県大和町,死ぬ,ス‥ヌ
38.418,141.371,宮城県石巻市,死ぬ,シヌ
38.244,140.940,宮城県仙台市,死ぬ,ス‥ヌ
38.176,140.641,宮城県川崎町,死ぬ,ス‥ヌ
38.007,140.417,宮城県七ヶ宿町,死ぬ,ス‥ヌ‥
37.965,140.830,宮城県角田市,死ぬ,ス‥ヌ
40.285,140.591,秋田県大館市,死ぬ,シヌ
40.196,140.039,秋田県能代市,死ぬ,シヌ
40.142,140.804,秋田県鹿角市,死ぬ,シヌ
39.946,140.119,秋田県五城目町,死ぬ,シヌ
39.921,139.905,秋田県男鹿市,死ぬ,シヌ
39.716,140.114,秋田県秋田市,死ぬ,スィ‥ヌ
39.583,140.570,秋田県角館町,死ぬ,シヌ
39.387,140.037,秋田県本荘市,死ぬ,スィ‥ヌ
39.256,139.919,秋田県金浦町,死ぬ,スィ‥ヌ
39.106,140.536,秋田県稲川町,死ぬ,シヌ
39.106,140.536,秋田県稲川町,死ぬ,トデクナル
39.106,140.536,秋田県稲川町,死ぬ,トレル
38.932,139.837,山形県酒田市,死ぬ,シヌ
38.865,140.258,山形県真室川町,死ぬ,シ‥ヌ
38.774,139.775,山形県鶴岡市,死ぬ,シヌ
38.738,140.142,山形県戸沢村,死ぬ,ス‥ヌ‥
38.730,140.490,山形県最上町,死ぬ,ス‥ヌ‥
38.588,139.831,山形県朝日村,死ぬ,シヌ
38.416,140.173,山形県西川町,死ぬ,スヌ
38.243,140.331,山形県山形市,死ぬ,ス‥ヌ‥
38.184,140.117,山形県白鷹町,死ぬ,シ‥ヌ
38.088,139.731,山形県小国町,死ぬ,シヌ
37.903,140.119,山形県米沢市,死ぬ,セ⊥ミ‥　シ‥ヌ
37.828,140.581,福島県保原町,死ぬ,ス‥ヌ
37.783,140.947,福島県相馬市,死ぬ,シヌ
37.773,140.512,福島県福島市,死ぬ,シヌ
37.587,139.646,福島県西会津町,死ぬ,シヌ
37.587,140.468,福島県二本松市,死ぬ,シク゜
37.562,140.971,福島県小高町,死ぬ,シヌ
37.555,140.757,福島県浪江町,死ぬ,シヌ
37.554,140.068,福島県猪苗代町,死ぬ,シヌ
37.468,140.008,福島県会津若松市,死ぬ,ス‥ヌ
37.414,140.136,福島県郡山市,死ぬ,シク゜
37.365,140.966,福島県富岡町,死ぬ,シヌ
37.338,139.603,福島県昭和村,死ぬ,シク゜
37.278,140.621,福島県小野町,死ぬ,シク゜
37.189,139.659,福島県田島町,死ぬ,シク゜
37.127,140.208,福島県白河市,死ぬ,シヌ
37.022,139.386,福島県檜枝岐村,死ぬ,シヌ
36.942,140.761,福島県いわき市,死ぬ,シグ
36.880,140.422,福島県矢祭町,死ぬ,シヌ
36.828,140.795,茨城県北茨城市,死ぬ,シク゜
36.655,140.285,茨城県美和村,死ぬ,シヌ
36.655,140.285,茨城県美和村,死ぬ,シク゜
36.602,140.661,茨城県日立市,死ぬ,シヌ
36.459,140.556,茨城県東海村,死ぬ,シヌ
36.459,140.556,茨城県東海村,死ぬ,シク゜
36.378,140.457,茨城県水戸市,死ぬ,シヌ
36.237,140.199,茨城県八郷町,死ぬ,イク
36.237,140.199,茨城県八郷町,死ぬ,シヌ
36.162,139.964,茨城県千代川村,死ぬ,シヌ
36.039,140.176,茨城県土浦市,死ぬ,シヌ
35.886,140.668,茨城県神栖町,死ぬ,シヌ
35.886,140.668,茨城県神栖町,死ぬ,ナグナッタ
35.886,140.668,茨城県神栖町,死ぬ,シンチャッタ
36.981,139.787,栃木県塩原町,死ぬ,モーダメダナー
36.918,140.142,栃木県黒羽町,死ぬ,シグ
36.717,139.688,栃木県今市市,死ぬ,シヌ
36.696,139.996,栃木県氏家町,死ぬ,シク゜
36.636,139.441,栃木県足尾町,死ぬ,シヌ
36.554,139.611,栃木県粟野町,死ぬ,シヌ
36.548,139.856,栃木県宇都宮市,死ぬ,シヌ
36.443,139.927,栃木県上三川町,死ぬ,シヌ
36.363,139.464,栃木県足利市,死ぬ,シヌ
36.785,139.252,群馬県片品村,死ぬ,シヌ
36.704,138.894,群馬県新治村,死ぬ,シヌ
36.689,139.109,群馬県川場村,死ぬ,シヌ
36.638,138.657,群馬県六合村,死ぬ,シヌ
36.542,138.894,群馬県東村(吾妻郡),死ぬ,シヌ
36.402,139.335,群馬県桐生市,死ぬ,シヌ
36.389,139.082,群馬県前橋市,死ぬ,シヌ
36.239,139.518,群馬県館林市,死ぬ,シヌ
36.216,139.056,群馬県藤岡市,死ぬ,シヌ
36.178,138.642,群馬県南牧村,死ぬ,シヌ
36.192,139.177,埼玉県美里町,死ぬ,シヌ
36.192,139.177,埼玉県美里町,死ぬ,シンジマウ
36.102,139.546,埼玉県騎西町,死ぬ,シヌ
36.061,139.410,埼玉県東松山市,死ぬ,シヌ
35.972,139.051,埼玉県秩父市,死ぬ,シヌ
35.857,139.794,埼玉県草加市,死ぬ,シヌ
35.834,139.430,埼玉県狭山市,死ぬ,シヌ
35.954,139.858,千葉県野田市,死ぬ,シヌ
35.906,140.405,千葉県神崎町,死ぬ,シヌ
35.699,140.851,千葉県銚子市,死ぬ,シヌ
35.699,140.851,千葉県銚子市,死ぬ,シグ
35.682,140.316,千葉県八街市,死ぬ,シヌ
35.535,140.115,千葉県市原市(八幡),死ぬ,シヌ
35.535,140.115,千葉県市原市(八幡),死ぬ,オッチヌ
35.404,140.373,千葉県長生村,死ぬ,シヌ
35.316,139.822,千葉県富津市,死ぬ,シヌ
35.258,140.163,千葉県市原市(戸面),死ぬ,シンジャッタ
35.021,139.951,千葉県丸山町,死ぬ,シヌ
35.756,139.584,東京都練馬区,死ぬ,シヌ
35.715,139.151,東京都檜原村,死ぬ,シヌ
35.714,139.809,東京都墨田区,死ぬ,シヌ
35.696,139.396,東京都立川市,死ぬ,シヌ
35.622,139.719,東京都品川区,死ぬ,シヌ
35.601,139.436,東京都町田市,死ぬ,シヌ
34.787,139.392,東京都大島町,死ぬ,シヌ
33.894,139.592,東京都御蔵島村,死ぬ,シヌ
33.066,139.813,東京都八丈町,死ぬ,シノワ
33.066,139.813,東京都八丈町,死ぬ,マルボワ
32.454,139.771,東京都青ヶ島村,死ぬ,マルボワ
32.454,139.771,東京都青ヶ島村,死ぬ,シッデアロワ
27.099,142.197,東京都小笠原村,死ぬ,マロブ
35.545,139.129,神奈川県津久井町,死ぬ,シヌ
35.435,139.367,神奈川県厚木市,死ぬ,シヌ
35.435,139.367,神奈川県厚木市,死ぬ,シンジャウ
35.419,139.629,神奈川県横浜市,死ぬ,シヌ
35.298,139.187,神奈川県小田原市,死ぬ,シヌ
35.143,139.622,神奈川県三浦市,死ぬ,シヌ
38.464,139.252,新潟県粟島浦村,死ぬ,ス‥ヌ
38.222,139.464,新潟県村上市,死ぬ,シヌ
38.135,139.550,新潟県関川村,死ぬ,ス‥ヌ
38.082,138.435,新潟県両津市,死ぬ,シヌ
38.032,138.242,新潟県相川町,死ぬ,シヌ
37.933,139.354,新潟県新発田市,死ぬ,シヌ
37.917,139.027,新潟県新潟市,死ぬ,シヌ
37.764,138.884,新潟県巻町,死ぬ,シヌ
37.749,139.205,新潟県五泉市,死ぬ,シンヌ
37.678,139.460,新潟県津川町,死ぬ,シヌ
37.560,139.048,新潟県下田村,死ぬ,シヌ
37.421,138.897,新潟県長岡市,死ぬ,シヌ
37.362,138.553,新潟県柏崎市,死ぬ,シヌ
37.354,139.065,新潟県入広瀬村,死ぬ,シヌ
37.238,138.915,新潟県堀之内町,死ぬ,シム
37.125,138.230,新潟県上越市,死ぬ,シンジャウ
37.098,138.622,新潟県松之山町,死ぬ,シヌ
37.022,138.847,新潟県塩沢町,死ぬ,シヌ
37.005,138.629,新潟県津南町,死ぬ,シム
36.933,137.907,新潟県糸魚川市,死ぬ,シヌ
36.913,138.846,新潟県湯沢町,死ぬ,シム
36.958,137.567,富山県朝日町,死ぬ,シヌ
36.895,137.005,富山県氷見市,死ぬ,シヌ
36.751,137.005,富山県高岡市,死ぬ,シヌ
36.699,137.205,富山県富山市,死ぬ,シヌ
36.655,136.849,富山県小矢部市,死ぬ,シヌ
36.606,136.970,富山県庄川町,死ぬ,シヌ
36.582,137.393,富山県立山町,死ぬ,シヌ
36.575,137.133,富山県八尾町,死ぬ,シヌ
36.443,136.974,富山県平村,死ぬ,シヌ
36.435,137.011,富山県利賀村,死ぬ,シヌ
37.444,137.283,石川県珠洲市,死ぬ,シヌ
37.375,136.803,石川県輪島市,死ぬ,シヌ
37.375,136.803,石川県輪島市,死ぬ,シン
37.062,136.890,石川県田鶴浜町,死ぬ,シヌ
36.898,136.779,石川県羽咋市,死ぬ,シヌ
36.593,136.593,石川県金沢市,死ぬ,シン
36.465,136.589,石川県川北町,死ぬ,シン
36.426,136.452,石川県小松市,死ぬ,シヌ
36.310,136.310,石川県加賀市,死ぬ,シグ
36.310,136.310,石川県加賀市,死ぬ,ゴネル
36.175,136.625,石川県白峰村,死ぬ,シク゜
36.161,136.263,福井県丸岡町,死ぬ,シク゜
36.061,136.499,福井県勝山市,死ぬ,シヌ
36.021,136.275,福井県福井市,死ぬ,シク゜
36.005,136.463,福井県大野市,死ぬ,シヌ
36.005,136.463,福井県大野市,死ぬ,シク゜
35.858,136.096,福井県武生市,死ぬ,シク゜
35.654,136.044,福井県敦賀市,死ぬ,シヌ
35.565,135.863,福井県三方町,死ぬ,シヌ
35.447,135.821,福井県小浜市,死ぬ,シヌ
35.406,135.657,福井県名田庄村,死ぬ,シヌ
35.858,138.394,山梨県大泉村,死ぬ,シク゜
35.713,138.669,山梨県山梨市,死ぬ,シク゜
35.689,138.486,山梨県双葉町,死ぬ,シク゜
35.671,138.572,山梨県甲府市,死ぬ,シク゜
35.610,138.905,山梨県大月市,死ぬ,シク゜
35.576,138.302,山梨県早川町,死ぬ,ウッチヌ
35.554,138.910,山梨県都留市,死ぬ,シク゜
35.494,138.801,山梨県富士吉田市,死ぬ,シク゜
36.829,138.624,長野県栄村,死ぬ,シヌ
36.795,137.912,長野県小谷村,死ぬ,シヌ
36.741,138.378,長野県中野市,死ぬ,シヌ
36.645,138.186,長野県長野市,死ぬ,シヌ
36.614,137.989,長野県小川村,死ぬ,シム
36.507,137.857,長野県大町市,死ぬ,シヌ
36.507,137.857,長野県大町市,死ぬ,シム
36.440,138.194,長野県坂城町,死ぬ,シヌ
36.440,138.194,長野県坂城町,死ぬ,シム
36.398,138.251,長野県上田市,死ぬ,シヌ
36.225,137.921,長野県松本市,死ぬ,シヌ
36.119,138.481,長野県八千穂村,死ぬ,シヌ
36.049,138.227,長野県茅野市,死ぬ,シヌ
35.960,137.587,長野県開田村,死ぬ,シヌ
35.932,137.953,長野県箕輪町,死ぬ,シヌ
35.848,137.695,長野県木曽福島町,死ぬ,シヌ
35.563,137.623,長野県南木曽町,死ぬ,シヌ
35.431,137.867,長野県飯田市,死ぬ,シヌ
35.271,137.711,長野県売木村,死ぬ,シヌ
36.396,137.378,岐阜県神岡町,死ぬ,シヌ
36.163,136.908,岐阜県白川村,死ぬ,シヌ
36.147,137.257,岐阜県高山市,死ぬ,シヌ
35.915,137.200,岐阜県萩原町,死ぬ,シヌ
35.814,136.897,岐阜県大和町,死ぬ,シヌ
35.610,137.253,岐阜県白川町,死ぬ,シヌ
35.603,136.410,岐阜県坂内村,死ぬ,シヌ
35.571,137.456,岐阜県福岡町,死ぬ,シヌ
35.471,136.777,岐阜県岐阜市,死ぬ,シヌ
35.469,136.598,岐阜県揖斐川町,死ぬ,シヌ
35.451,137.056,岐阜県美濃加茂市,死ぬ,シヌ
35.382,137.265,岐阜県瑞浪市,死ぬ,シヌ
35.368,136.529,岐阜県垂井町,死ぬ,シヌ
35.304,137.412,岐阜県明智町,死ぬ,シヌ
35.223,136.670,岐阜県海津町,死ぬ,シヌ
35.298,138.928,静岡県御殿場市,死ぬ,シヌ
35.269,138.624,静岡県富士宮市,死ぬ,シク゜
35.224,138.241,静岡県静岡市(井川),死ぬ,シヌ
35.156,137.876,静岡県水窪町,死ぬ,シヌ
35.132,138.774,静岡県沼津市,死ぬ,シヌ
35.132,138.774,静岡県沼津市,死ぬ,シク゜
35.110,138.560,静岡県由比町,死ぬ,シヌ
35.068,138.106,静岡県中川根町,死ぬ,シヌ
34.972,137.736,静岡県天竜市,死ぬ,シヌ
34.972,139.111,静岡県伊東市,死ぬ,シヌ
34.964,138.428,静岡県静岡市(大谷),死ぬ,シヌ
34.885,138.947,静岡県天城湯ヶ島町,死ぬ,シヌ
34.763,137.874,静岡県磐田市,死ぬ,シヌ
34.756,138.859,静岡県松崎町,死ぬ,シヌ
34.698,137.631,静岡県雄踏町,死ぬ,シヌ
35.287,136.921,愛知県小牧市,死ぬ,シヌ
35.192,136.736,愛知県佐織町,死ぬ,シヌ
35.179,137.107,愛知県豊田市,死ぬ,シヌ
35.172,137.353,愛知県足助町,死ぬ,シヌ
35.120,136.834,愛知県名古屋市,死ぬ,シヌ
35.112,137.663,愛知県東栄町,死ぬ,シヌ
35.047,137.457,愛知県作手村,死ぬ,シヌ
34.966,137.175,愛知県岡崎市,死ぬ,シヌ
34.893,137.012,愛知県碧南市,死ぬ,シヌ
34.759,137.401,愛知県豊橋市,死ぬ,シヌ
34.707,136.940,愛知県南知多町,死ぬ,シヌ
34.626,137.094,愛知県渥美町,死ぬ,シヌ
35.130,136.511,三重県北勢町,死ぬ,シヌ
34.905,136.547,三重県鈴鹿市,死ぬ,シヌ
34.765,136.129,三重県上野市,死ぬ,シヌ
34.659,136.363,三重県白山町,死ぬ,シヌ
34.559,136.528,三重県松阪市,死ぬ,シヌ
34.442,136.879,三重県鳥羽市,死ぬ,シヌ
34.380,136.369,三重県宮川村,死ぬ,シヌ
34.364,136.710,三重県南勢町,死ぬ,シヌ
34.200,136.336,三重県紀伊長島町,死ぬ,シヌ
34.073,136.199,三重県尾鷲市,死ぬ,シヌ
33.943,136.097,三重県熊野市,死ぬ,シヌ
35.531,136.187,滋賀県余呉町,死ぬ,シヌ
35.432,136.022,滋賀県今津町,死ぬ,シヌ
35.386,136.266,滋賀県長浜市,死ぬ,シヌ
35.251,136.266,滋賀県彦根市,死ぬ,シヌ
35.136,136.092,滋賀県近江八幡市,死ぬ,シヌ
35.065,135.873,滋賀県大津市,死ぬ,シヌ
34.877,136.054,滋賀県信楽町,死ぬ,シヌ
35.645,134.901,京都府久美浜町,死ぬ,シヌル
35.625,135.071,京都府峰山町,死ぬ,シヌル
35.531,135.080,京都府野田川町,死ぬ,シヌル
35.527,135.192,京都府宮津市,死ぬ,シヌ
35.527,135.418,京都府舞鶴市,死ぬ,シヌ
35.307,135.721,京都府美山町,死ぬ,シヌ
35.291,135.127,京都府福知山市,死ぬ,シヌ
35.178,135.399,京都府丹波町,死ぬ,シヌ
35.011,135.579,京都府亀岡市,死ぬ,シヌ
35.010,135.755,京都府京都市,死ぬ,シヌ
34.798,135.812,京都府井手町,死ぬ,シヌ
34.989,135.478,大阪府能勢町,死ぬ,シヌ
34.807,135.565,大阪府茨木市,死ぬ,シヌ
34.792,135.732,大阪府枚方市,死ぬ,シヌ
34.698,135.515,大阪府大阪市,死ぬ,シヌ
34.677,135.601,大阪府東大阪市,死ぬ,シヌ
34.518,135.464,大阪府堺市,死ぬ,シヌ
34.480,135.604,大阪府富田林市,死ぬ,シヌ
34.460,135.367,大阪府岸和田市,死ぬ,シヌ
34.394,135.467,大阪府和泉市,死ぬ,シヌ
34.362,135.243,大阪府阪南市,死ぬ,シヌ
35.548,134.825,兵庫県豊岡市,死ぬ,シヌ
35.548,134.825,兵庫県豊岡市,死ぬ,シヌル
35.523,134.489,兵庫県温泉町,死ぬ,シヌル
35.283,134.983,兵庫県青垣町,死ぬ,シヌ
35.283,134.983,兵庫県青垣町,死ぬ,シヌル
35.249,134.798,兵庫県朝来町,死ぬ,シヌ
35.249,134.798,兵庫県朝来町,死ぬ,シヌル
35.202,134.630,兵庫県一宮町(宍粟郡),死ぬ,シヌ
35.060,135.169,兵庫県丹南町,死ぬ,シヌ
34.844,134.708,兵庫県姫路市,死ぬ,シヌ
34.798,135.371,兵庫県宝塚市,死ぬ,シヌ
34.777,134.433,兵庫県赤穂市,死ぬ,シヌ
34.740,135.393,兵庫県尼崎市,死ぬ,シヌル
34.740,135.393,兵庫県尼崎市,死ぬ,シヌ
34.660,135.128,兵庫県神戸市,死ぬ,シヌ
34.546,134.925,兵庫県北淡町,死ぬ,シヌ
34.365,134.762,兵庫県五色町,死ぬ,シヌ
34.287,134.946,兵庫県洲本市,死ぬ,シヌ
34.681,136.048,奈良県山添村,死ぬ,シヌル
34.680,135.830,奈良県奈良市,死ぬ,シヌ
34.511,135.742,奈良県大和高田市,死ぬ,シヌ
34.484,135.933,奈良県大宇陀町,死ぬ,シヌ
34.436,135.802,奈良県高取町,死ぬ,シヌ
34.271,135.882,奈良県天川村,死ぬ,シヌ
34.110,135.623,奈良県野迫川村,死ぬ,シヌ
33.955,135.739,奈良県十津川村,死ぬ,シヌ
34.296,135.487,和歌山県かつらぎ町,死ぬ,シヌ
34.209,135.225,和歌山県和歌山市,死ぬ,シヌ
34.083,135.430,和歌山県清水町,死ぬ,シヌ
33.898,135.531,和歌山県龍神村,死ぬ,シヌ
33.881,135.158,和歌山県御坊市,死ぬ,シヌ
33.862,135.754,和歌山県本宮町,死ぬ,シヌ
33.738,135.367,和歌山県田辺市,死ぬ,シヌ
33.725,135.998,和歌山県新宮市,死ぬ,シヌ
33.488,135.763,和歌山県串本町,死ぬ,シヌ
35.511,133.996,鳥取県青谷町,死ぬ,シヌ
35.511,133.996,鳥取県青谷町,死ぬ,シヌル
35.504,133.494,鳥取県名和町,死ぬ,シヌル
35.504,133.494,鳥取県名和町,死ぬ,シヌ
35.501,134.220,鳥取県鳥取市,死ぬ,シヌ
35.432,133.818,鳥取県倉吉市,死ぬ,シヌ
35.406,133.408,鳥取県米子市,死ぬ,シヌル
35.406,133.408,鳥取県米子市,死ぬ,シヌ
35.316,133.332,鳥取県西伯町,死ぬ,シ‥ヌル
35.290,134.224,鳥取県智頭町,死ぬ,シヌ
35.290,134.224,鳥取県智頭町,死ぬ,シヌル
35.196,133.449,鳥取県日野町,死ぬ,シヌー
36.293,133.254,島根県五箇村,死ぬ,シノル
36.073,133.101,島根県海士町,死ぬ,シヌル
35.418,132.950,島根県宍道町,死ぬ,シヌー
35.391,132.689,島根県大社町,死ぬ,シ‥ノー
35.305,132.901,島根県木次町,死ぬ,シ‥ノー
35.123,133.015,島根県横田町,死ぬ,シ‥ノー
35.088,132.775,島根県頓原町,死ぬ,シヌル
35.034,132.381,島根県温泉津町,死ぬ,シヌル
34.898,132.077,島根県浜田市,死ぬ,シヌル
34.885,132.361,島根県石見町,死ぬ,シヌル
34.742,131.874,島根県益田市,死ぬ,シヌル
34.387,131.893,島根県六日市町,死ぬ,シヌル
35.130,134.018,岡山県津山市,死ぬ,シヌル
35.028,133.711,岡山県落合町,死ぬ,シヌル
34.983,133.469,岡山県新見市,死ぬ,シヌル
34.975,134.119,岡山県美作町,死ぬ,シヌル
34.799,134.154,岡山県和気町,死ぬ,シヌ
34.792,133.616,岡山県高梁市,死ぬ,シヌル
34.786,134.019,岡山県山陽町,死ぬ,シヌル
34.731,134.255,岡山県日生町,死ぬ,シヌル
34.686,133.768,岡山県総社市,死ぬ,シヌル
34.684,133.913,岡山県岡山市,死ぬ,シヌ
34.680,134.094,岡山県邑久町,死ぬ,シヌル
34.569,133.453,岡山県井原市,死ぬ,シヌル
34.552,133.729,岡山県倉敷市,死ぬ,シヌル
34.528,133.897,岡山県玉野市,死ぬ,シヌル
34.342,133.508,岡山県笠岡市,死ぬ,シヌ
34.813,132.826,広島県三次市,死ぬ,シヌ
34.813,132.826,広島県三次市,死ぬ,シヌル
34.779,133.280,広島県油木町,死ぬ,シヌル
34.732,132.425,広島県大朝町,死ぬ,シヌル
34.680,132.629,広島県吉田町,死ぬ,シヌル
34.680,132.629,広島県吉田町,死ぬ,シヌ
34.468,132.893,広島県河内町,死ぬ,シヌ
34.463,133.293,広島県福山市,死ぬ,シヌル
34.452,133.190,広島県尾道市,死ぬ,シヌル
34.374,132.439,広島県広島市,死ぬ,シヌル
34.322,133.187,広島県因島市,死ぬ,シヌ
34.291,132.280,広島県大野町,死ぬ,シヌル
34.248,132.880,広島県大崎町,死ぬ,シヌル
34.247,132.573,広島県呉市,死ぬ,シヌル
34.090,132.474,広島県倉橋町,死ぬ,シヌ
34.090,132.474,広島県倉橋町,死ぬ,シヌル
34.411,131.389,山口県萩市,死ぬ,シヌ
34.411,131.389,山口県萩市,死ぬ,シヌル
34.264,131.958,山口県錦町,死ぬ,シヌ
